# Number, ALPHA_J2000, DELTA_J2000, MAG_CAT_1, MAG_CAT_2
50,56.21243577714526,23.40772759800201,18.539307,19.337309
51,56.54924485477496,23.406757543766393,17.538023,14.189443
52,57.47040006117879,23.404817202178876,17.618494,17.010149
53,56.570010291834954,23.407026565606195,13.739009,15.8324585
54,57.323681294725326,23.40533394255274,12.668474,13.945719
55,57.62026201141184,23.405133265568896,18.12422,14.107865
56,56.22666459151787,23.408578634658394,17.238914,18.738874
57,56.241699826507194,23.40858309640493,15.192791,17.21021
58,56.20008113545131,23.40889659531401,15.315252,17.073442
59,56.94634920476544,23.407248224907363,16.462343,17.978954
60,56.51720176576505,23.40540539556468,10.725994,11.994055
61,57.63649097356052,23.40600840618158,16.711365,17.994535
62,56.65666280551092,23.40809963799629,15.83019,18.166834
63,56.160871858411326,23.409665587021713,14.556561,16.183651
64,56.97197257840006,23.40773092946815,17.806814,11.75371
65,57.21464015121979,23.407106941855517,16.680614,18.524628
66,56.54533204318549,23.408800035558844,17.627922,14.189443
67,57.544179174914404,23.40674592725839,16.06786,17.441898
68,56.657738799579825,23.40870244979048,18.387707,18.166834
69,57.1046137919685,23.40764853614537,18.460182,18.540688
70,57.58619366098563,23.407005598458188,18.526976,17.353186
71,57.1157924704878,23.408004571211986,17.305574,18.746164
72,56.61364642634326,23.409195439899918,18.073963,17.476887
73,57.17440841030251,23.408220738809945,18.429993,19.12836
74,56.42428308122867,23.409964972674565,14.778213,16.03497
75,56.5995186199429,23.409594182979568,18.255877,17.000254
76,57.10557937842436,23.408419266057674,18.675394,18.540688
77,56.772604410781696,23.409304047790734,18.37397,17.132298
78,57.019653530902495,23.408799633792494,16.067438,18.104052
79,57.52935926976418,23.407816133586422,18.050467,16.158852
80,56.58032862368123,23.409907195643026,19.291365,15.8324585
81,56.1729333602824,23.4110412251522,18.077972,19.144896
82,56.7495684363596,23.409660942716474,17.78194,17.196589
83,57.18060477740029,23.40911520464418,18.917198,14.30484
84,56.930942834720604,23.409599962907947,16.166723,17.199436
85,57.53666395449175,23.408487534563708,14.701364,16.158852
86,56.22148132058485,23.4118885876875,18.00064,18.738874
87,57.15017278156765,23.409567903549107,17.94061,18.109205
88,57.451159725150994,23.409176695114724,15.092986,16.173769
89,56.201211036914046,23.412191865292655,16.264343,18.51792
90,56.923371225232586,23.410490699827154,18.486805,17.199436
91,57.42728604604528,23.409430716065582,17.365984,19.153015
92,56.52776274711433,23.41160381340413,18.915142,11.994055
93,56.9606891168382,23.40989176418181,10.755079,11.75371
94,57.559377395776,23.409741577597014,17.770454,19.085327
95,57.21257509891833,23.410430888217814,15.221562,16.324802
96,56.64723106246315,23.41162728106096,12.396643,14.34691
97,56.19491727017179,23.4129638154453,17.918945,18.51792
98,56.60977279809637,23.411945101011874,15.916002,17.476887
99,56.49814933060118,23.41263493562435,18.28182,11.994055
100,56.11737390286043,23.41390930467831,18.367882,18.020826
101,56.98539331351137,23.411655157115018,16.100525,17.276754
102,57.55259372480387,23.4106307001545,18.45958,18.884932
103,57.60335727576243,23.410504854249627,18.40571,17.783485
104,56.98876413400666,23.41175418511924,14.82527,15.860411
105,56.11308679432985,23.414345649331384,16.9291,18.020826
106,57.18565032266447,23.41160231872493,13.122269,14.30484
107,57.38574366866636,23.411332500033758,15.470562,17.338663
108,56.25011882884566,23.41422032101306,18.496023,15.713775
109,57.346574063265834,23.411598130685434,19.149376,16.883774
110,56.10881745290119,23.41472069749653,17.89764,18.020826
111,57.051476248333344,23.41232013639575,17.255627,18.296583
112,57.26987283917577,23.412015356792296,13.764478,15.120531
113,57.55592097059203,23.411697009472523,17.025267,18.884932
114,57.28551931117609,23.412332725857905,16.83488,17.80671
115,56.70627339904778,23.413788386677293,16.484726,18.483412
116,56.73284824380085,23.41395970494683,18.781986,17.196589
117,57.16507557269699,23.412862855528157,17.965263,19.236444
118,56.412120741605975,23.414689776713097,17.14827,18.692709
119,57.56496558421413,23.412237199913786,18.042103,15.115268
120,57.38450318969981,23.412660982218,18.081316,19.35866
121,57.02785996662548,23.413577575408347,18.398643,18.110456
122,56.45914497809971,23.41489685802625,18.558447,11.007231
123,57.2032740404665,23.413283010370733,16.521145,18.692884
124,57.31515372465989,23.41300435633447,15.62687,16.694775
125,57.22345201633145,23.413406868916585,18.25077,16.742643
126,56.72218151727607,23.41466635355907,17.352957,18.483412
127,56.75978688158116,23.41465441786333,17.601473,18.389467
128,57.5810737420387,23.41283454480303,15.648335,17.353186
129,57.56672800863252,23.412857662399507,14.065298,15.115268
130,56.668516113036425,23.415222030405292,18.13268,19.167583
131,57.63729670684685,23.413192124615268,11.767773,12.922952
132,56.40240222823196,23.416037155801913,16.657906,18.27178
133,57.61151678957555,23.413441367905996,13.964245,14.958632
134,56.199311961211436,23.416763587025095,17.048409,18.51792
135,56.74619449020203,23.415438639646784,15.29559,17.196589
136,56.10324377106941,23.417173790098627,18.192596,18.020826
137,56.67481783000176,23.415709286102484,18.824293,19.167583
138,56.327751906017674,23.416788662015428,18.949026,19.477953
139,56.32994399032608,23.416695201888523,17.871891,19.477953
140,56.20507044890247,23.417170950364174,18.306961,17.207163
141,56.284960228723484,23.416885467795012,16.939358,18.815605
142,56.624976554794074,23.41601762449342,17.80946,16.492552
143,57.41695637392498,23.414437993617433,16.440891,17.824293
144,56.31815291271332,23.416948315138747,17.51169,19.403633
145,57.61453445710316,23.41397892999632,12.958656,14.107865
146,56.72543546468424,23.41631148069983,18.502594,15.16899
147,56.85012167236248,23.41609374324603,19.076155,15.458287
148,57.60028714226115,23.414551721913167,18.26596,17.783485
149,56.39931151604221,23.417156039129612,15.962252,17.109068
150,56.21424312136352,23.41789812210056,18.451494,17.207163
151,57.522443210129595,23.4148479991229,18.37661,17.665688
152,56.63198560224508,23.41672779713001,14.986566,16.492552
153,57.033211479663095,23.416278275543174,16.700249,18.110456
154,57.607866495594735,23.415048381811427,16.38322,17.783485
155,57.06388056235924,23.416225257648616,23.182415,99.0
156,56.13184478739651,23.418767746245926,18.65667,17.225315
157,57.316994078030554,23.415906476648402,18.884588,16.694775
158,56.14917808148059,23.418993522038207,19.04118,17.225315
159,56.78594377717985,23.417216527266998,16.511797,17.742582
160,56.835674367133635,23.417378478086015,14.24049,15.458287
161,56.675063411188155,23.41782410059883,17.35167,19.167583
162,57.57962521674599,23.415911364085776,17.134867,17.353186
163,57.3145253182247,23.41663959908537,18.255852,16.694775
164,57.62769542669363,23.415971234580315,18.693703,12.922952
165,56.20890378312617,23.419235696119152,15.2869215,17.207163
166,57.22399826482021,23.416830331537817,15.744166,16.742643
167,57.27342927259713,23.416811369202282,18.43325,15.824526
168,56.946369733282516,23.417605804074338,16.43956,17.943336
169,57.058593517943116,23.417354135773156,16.698364,20.576359
170,56.2912921246023,23.419341350718067,13.403599,14.688625
171,57.048284647170654,23.417541124102566,17.560005,17.782066
172,56.83188865280812,23.418372429717127,18.115965,19.705658
173,57.15390103216055,23.417678747121478,18.723043,19.236444
174,57.37829102480738,23.41730029565918,18.398853,19.35866
175,57.05136316093634,23.418158325905857,19.08457,17.782066
176,57.249947896375794,23.41786242492514,18.120855,16.891401
177,57.28110128503688,23.417787598289138,18.172703,15.824526
178,57.28861988320938,23.417882993991935,19.02742,15.748532
179,57.57285627680623,23.417313785396328,18.720844,15.115268
180,56.6791920330424,23.419189881854027,16.126444,17.624538
181,57.47838343404061,23.41748824741902,18.351011,18.56418
182,56.98792166329068,23.418532023556605,14.108089,15.369359
183,56.33456608187418,23.420303282310332,17.37255,18.999632
184,57.645980556833585,23.41744415453952,18.230124,12.922952
185,57.29153794825177,23.418243386123457,18.986223,15.748532
186,56.75076284649754,23.419670527618724,16.61328,18.389467
187,56.64230437210225,23.42013434187446,17.442976,14.34691
188,57.193569737481475,23.418830177462254,17.60562,11.836732
189,57.11992918148997,23.41910424793617,16.524387,18.670206
190,57.27052455804828,23.418837994508092,14.635062,15.824526
191,56.88481505580955,23.419791382103817,13.318946,14.552642
192,57.29821085569861,23.41899083500285,14.520038,15.748532
193,56.58679900833273,23.420690150271557,15.933395,17.331285
194,57.49999377945909,23.4167465415575,10.729039,11.922882
195,57.40593572452759,23.419064232238444,18.3862,17.519358
196,56.678196318803614,23.420544252249737,15.5839,16.909142
197,57.22034976638201,23.419363015678204,17.14786,18.127771
198,56.359177229892296,23.421576788371656,18.993092,11.371603
199,56.240021753174865,23.421976043118583,18.10175,19.640396
200,57.062603677687925,23.420217679712152,99.0,99.0
201,57.2271321124097,23.41995995045394,19.16435,18.102242
202,56.74102994975425,23.42128987140906,18.128942,15.16899
203,56.88588583614385,23.421106392127747,17.18048,18.17697
204,57.22471116168542,23.42047085936006,16.819336,18.102242
205,57.61063606495876,23.419913524390985,16.698416,17.6415
206,57.613376443105366,23.420218092698388,18.045712,17.6415
207,56.17671575194238,23.42340110733738,13.98243,15.466969
208,56.93107722204064,23.421475433801255,14.089487,15.577165
209,56.67562262501094,23.42235919915001,18.485085,16.909142
210,56.299670385131044,23.423323470346283,16.605171,18.323652
211,57.06014833983448,23.421483464449608,15.600797,99.0
212,57.11186157291393,23.421460732809145,21.894375,99.0
213,56.96739369371335,23.42193293260656,18.590853,18.524647
214,56.939719628736285,23.422011331968744,18.292915,17.943336
215,56.24995080913729,23.423731404476396,13.897392,15.713775
216,57.29345167417863,23.421432828349246,17.820992,15.748532
217,57.365669120318444,23.421236780117987,15.790436,17.727516
218,57.54253700202388,23.420869734669658,12.7064085,13.761531
219,56.1189523359699,23.424400741420172,15.637081,16.379007
220,57.548625631222485,23.420990922743393,14.894507,16.041584
221,57.444969726127674,23.421334576228954,13.639233,15.26327
222,57.309964896514195,23.421745636839738,18.203869,18.572794
223,57.32547325344699,23.42174094313011,18.706873,17.944578
224,56.19063475319498,23.424554925634528,14.898008,16.627495
225,56.86922839274373,23.422906781556783,18.128149,17.101234
226,56.589464836314505,23.423556214770688,17.054731,17.331285
227,57.30480236014165,23.42202597696599,17.037731,18.572794
228,57.4114617039376,23.4217409607702,15.596877,17.519358
229,57.21676899723425,23.422315516462966,18.717495,18.127771
230,57.061789569721526,23.422626024109395,18.44582,99.0
231,57.269669934106886,23.422282847204556,18.70467,15.824526
232,56.89301478325177,23.42316104445707,16.157293,17.17111
233,57.43852724462665,23.422003658551525,17.150454,18.26098
234,56.36846601549534,23.424665001340834,17.503265,19.260633
235,56.96640476953991,23.423214883095806,17.091309,18.524647
236,57.154104377318134,23.422831806693768,17.741049,19.236444
237,57.29282607700905,23.422661058933578,18.936733,15.748532
238,56.21026046077683,23.4253629539971,18.02517,17.207163
239,56.583473779317465,23.425001036683636,15.293194,16.604265
240,56.20381324269213,23.426424015503198,18.758469,17.207163
241,57.39381602329448,23.423686894649652,18.917603,18.535688
242,57.121163031225755,23.424408376351316,16.414587,18.177204
243,57.57187891088607,23.42361845696649,17.730225,15.115268
244,56.136327573236116,23.426888580639325,15.903608,17.225315
245,56.2135037097158,23.426789634722297,17.509691,18.844955
246,57.49926917123066,23.42390387601855,15.235734,16.212759
247,57.126242227398954,23.424821191542694,17.593807,18.177204
248,57.449255929810604,23.424090176886317,17.373102,18.750397
249,56.89324515673309,23.425375752672213,18.053293,17.17111
250,57.00810757925919,23.42512770942507,15.911791,17.208017
251,57.01740655218475,23.425366525128336,14.269127,15.426938
252,57.55795494262261,23.42422277535833,13.476486,14.567389
253,57.13006066248535,23.425253874649652,18.390068,17.490803
254,57.493031664579,23.424541796030653,18.525543,16.212759
255,56.86960221431314,23.425863906246125,14.186027,17.101234
256,57.19962504507082,23.424502166326185,10.952935,11.836732
257,57.358218341153645,23.424960438910205,15.734749,16.883774
258,56.65386356630404,23.42659765815631,19.002687,16.277369
259,56.959413882712504,23.425948568623436,18.58032,18.524647
260,57.40093118905755,23.42506477692352,17.566246,18.535688
261,57.47061355575178,23.42494465072456,18.163185,19.720804
262,56.516718862718754,23.42712852979336,18.450754,18.419561
263,57.056349635150596,23.42604739035373,20.213692,18.808296
264,57.15378707438256,23.425757143814074,14.60917,15.703997
265,57.123108558252845,23.42603429938749,18.201475,18.177204
266,56.929046031811936,23.42647476731694,13.759469,14.985824
267,56.256945233511075,23.428285519238276,17.431856,17.471018
268,56.79176758275552,23.42693377058871,17.37747,18.373053
269,56.891020981901654,23.426759260646133,18.152826,17.17111
270,56.738393335183666,23.427044540006037,13.994787,15.16899
271,56.42261112145429,23.42808936350864,17.731571,15.639633
272,56.73043671969864,23.427415279646656,18.965633,15.16899
273,57.578186484810054,23.42558125754783,18.255976,17.353186
274,57.48249841236062,23.42568346219619,17.098778,18.56418
275,56.257807842708964,23.42877041462699,19.049717,17.471018
276,57.54738073416186,23.425836617059353,17.36811,19.269098
277,56.99051925782276,23.42694278164469,11.691283,12.832986
278,56.61460729910371,23.428017764551274,16.647581,19.403555
279,56.98743521129904,23.427036854722093,13.054084,14.211708
280,56.49915677654382,23.428420134365005,18.298668,14.894905
281,56.70146986750376,23.42787520949377,18.222033,14.789085
282,57.11039982634958,23.426992532389967,19.184448,99.0
283,56.525530132882075,23.42845814369635,17.052208,18.419561
284,56.47947521486954,23.428641840438978,15.743161,17.654877
285,56.37448886897329,23.428853036707157,11.974213,13.296483
286,57.38548048177447,23.426717587610224,18.422812,15.20635
287,57.05609133315601,23.427505014888105,19.017092,18.808296
288,57.23821302372079,23.427346016438506,18.48262,16.891401
289,57.60487864124036,23.426624370120376,18.48707,17.6415
290,56.76657390478199,23.428400412149024,16.933784,18.424545
291,57.20969075862542,23.427354135019357,17.524612,11.836732
292,57.6285932608877,23.426724280055453,16.797926,18.91691
293,57.19006911796265,23.427738174872644,15.460604,16.655985
294,57.42756835779827,23.42729393139747,16.429625,17.944012
295,57.24220464777894,23.427767751981076,15.7332325,16.891401
296,57.31346876730645,23.4276259992217,19.17248,18.18734
297,57.442877874852066,23.427364816073524,18.068687,18.59504
298,56.963548252929684,23.428679864918823,18.16885,18.378256
299,57.63967178593701,23.427239888748726,17.695244,19.321358
300,56.251037703702025,23.4306474836584,16.176285,17.471018
301,57.55584980737957,23.427573230792234,14.649995,15.827432
302,56.85817468699543,23.42902913415314,16.031282,17.101234
303,56.32991016201182,23.430526362084684,19.016592,18.364174
304,56.94513319955481,23.429002815639727,16.78062,18.838785
305,57.52440985861174,23.427783506683124,16.495918,17.665688
306,56.68827391591674,23.42969325141973,15.357446,16.768383
307,57.547182371945404,23.427868528879177,19.004612,19.269098
308,56.9361791395582,23.429258702508058,18.928785,14.985824
309,56.32201002918979,23.430890521383155,18.84461,18.364174
310,56.21728999661577,23.431113743395176,17.305632,18.844955
311,56.85828314318827,23.429594630933213,15.260612,16.674536
312,56.77972358997869,23.42973804079607,15.884462,18.21491
313,57.208186007329275,23.42894146869773,17.843355,11.836732
314,57.13419456074627,23.429133974935656,16.203648,17.490803
315,57.563295387062475,23.428370985293157,18.172728,14.567389
316,57.21631383060848,23.429228492884487,18.334118,18.127771
317,56.19987151638122,23.431833399701382,18.551117,16.627495
318,56.67571353945325,23.430812691695554,18.765327,16.909142
319,56.91667451268158,23.43039172354815,16.252754,18.172039
320,56.57473140839374,23.431363563129057,18.529945,19.434717
321,57.5497466622014,23.429276781674776,18.283724,19.269098
322,56.21345985763151,23.43244249957535,17.473345,18.844955
323,56.24340748548483,23.432249165629152,16.604317,18.733326
324,56.99719532826224,23.430682899353982,18.814665,15.881575
325,57.420489314484726,23.429795173124283,18.13361,17.15911
326,56.74699753487534,23.431371826512986,17.391266,15.16899
327,57.42663914240584,23.429950741894306,16.140095,17.15911
328,56.96521962872463,23.43115028287216,16.781294,18.378256
329,57.47708545592899,23.43007469521168,17.47732,19.720804
330,57.60925518029707,23.42994339905685,18.040308,17.6415
331,57.148678720454505,23.4309077963381,16.593706,18.844618
332,57.43814053771264,23.43041009578034,19.138731,15.768658
333,56.97193417337156,23.431373819192522,16.10413,17.324135
334,56.668650368495044,23.432446505360183,18.125729,16.277369
335,57.061149539525495,23.431574062690867,99.0,21.608446
336,57.29012575174846,23.431072173148976,17.031584,18.001984
337,56.41976078808842,23.432995801456908,13.906255,15.639633
338,56.71469940876364,23.432515123626782,17.972786,19.187408
339,56.78967251526656,23.432257688370026,16.02246,17.931795
340,57.30749994271912,23.431128842108407,16.629623,18.18734
341,56.96769673263554,23.43211001358828,18.667107,18.378256
342,57.44548401017333,23.431076766160196,16.937054,18.59504
343,56.79205839808742,23.432413762091482,17.171675,18.373053
344,56.3016725348944,23.433994095763317,18.377752,18.323652
345,56.15768808138713,23.434333517610376,17.597582,19.106821
346,57.194891977619015,23.431849926101346,17.186234,18.575403
347,56.792999896765345,23.43277792914451,15.113564,16.226568
348,56.358172063057296,23.43010009033293,10.25396,11.371603
349,56.71175809278375,23.433102535457937,18.463614,19.187408
350,56.75492942162805,23.432937054248544,17.661312,14.733496
351,57.332044447174304,23.431797773409833,16.736622,17.944578
352,57.0617005693012,23.432242945188722,99.0,21.608446
353,56.56892191595238,23.43381437145205,17.424217,19.434717
354,56.777514846955754,23.433416016686014,15.877928,17.825672
355,56.53884924743032,23.434065338394035,17.512972,18.718252
356,57.441270788495565,23.43218740484399,18.686684,18.59504
357,56.54354281474765,23.43441921130567,16.240826,18.718252
358,56.99398367221808,23.43355082788222,17.580637,18.245615
359,57.39842753441569,23.43259102529729,16.224123,17.61716
360,56.98955483819423,23.433488156454462,17.202805,11.29319
361,56.10312712929324,23.43579340277751,15.263029,16.601797
362,57.596299666126214,23.432695652783224,18.169838,19.18163
363,57.252799604628954,23.433426622103113,14.551004,16.044647
364,57.434723602428605,23.433244442251972,14.686828,15.768658
365,57.237744889303194,23.433649354348496,13.562804,15.148705
366,56.656585577451324,23.435065367632532,14.6291275,16.277369
367,56.81408782535733,23.434918476055152,15.539456,17.564995
368,57.03367215023172,23.43451855121913,16.758451,18.082476
369,56.7724633997775,23.43512585822339,11.548354,12.642108
370,57.26155218559897,23.434157940576426,18.47958,16.044647
371,57.1629848643566,23.434488870501976,17.61735,18.02719
372,57.0634604371844,23.434779261551434,15.196764,23.866594
373,56.96283162119323,23.434962232542084,12.53589,13.625015
374,56.33774284370253,23.436689680152217,16.314417,18.202036
375,57.10686878873564,23.434863758269703,99.0,99.0
376,57.63162200098277,23.43386983997257,17.550924,19.607988
377,57.00326327973889,23.435137824759774,14.30218,15.881575
378,56.69920707556843,23.435963281374452,13.355726,14.789085
379,56.46495695669371,23.431835062250393,10.027739,11.007231
380,56.81824824615034,23.43580511024302,16.666845,18.70306
381,56.76525206853836,23.435887644820994,13.442788,14.733496
382,57.1307973015207,23.435059847915454,14.389741,15.503866
383,57.17638223649154,23.4350835777994,15.085533,17.04907
384,56.475563699224054,23.437345320183006,18.22017,17.654877
385,57.133907441818344,23.43595511394569,17.995573,18.419321
386,56.32893805999735,23.4380340165044,17.217724,18.364174
387,57.007592756194164,23.43658244904887,15.269936,17.325247
388,56.63950957902054,23.437602961939696,18.916859,16.277369
389,56.49923362790059,23.43791871275158,13.248723,14.894905
390,56.27580674199043,23.438431365158614,12.653294,14.086855
391,56.796737200801616,23.437384270387177,16.402693,18.398973
392,56.44512808998749,23.438197649842124,15.583354,16.922401
393,57.105985694442126,23.436621160161785,99.0,99.0
394,57.38994244884404,23.43605312947969,14.014284,15.20635
395,56.55798591344713,23.438041157450016,17.115278,19.434717
396,57.009140968315336,23.437095757699687,15.369802,16.833502
397,56.12537839275341,23.439387168470585,18.323767,17.225315
398,57.29556316722528,23.436620232395228,16.917715,18.256073
399,57.574128961052644,23.436320926916093,18.427052,17.168528
400,57.368233919727466,23.436791089921403,16.009771,17.164532
401,57.15507618214717,23.437531158989106,16.950308,18.02719
402,57.132096533249005,23.43766802932484,18.842033,18.419321
403,56.84033342642565,23.438320053752175,17.550304,16.674536
404,57.40895608922138,23.437339541927557,15.902412,17.251783
405,56.735587574861334,23.438897463687177,15.159741,16.505848
406,57.52611860529193,23.437281858734412,12.0943575,13.128929
407,57.05481400932275,23.438483646850596,19.549679,18.760736
408,57.01835918721364,23.43861221939207,17.196772,18.251074
409,57.264225311550724,23.438200369188458,17.627642,19.452982
410,56.69812234881163,23.439538335602826,16.130154,17.920599
411,57.28500568540193,23.438302153809666,17.535095,18.532211
412,56.102737554112345,23.4411758920944,15.22145,15.16523
413,56.32959027319,23.440734714104195,18.26085,18.364174
414,56.78839095681367,23.439686386214486,17.667356,17.931795
415,57.45569329752682,23.438238724958836,18.940945,18.359035
416,57.475568510222935,23.438138500221743,16.000074,16.99982
417,57.067112772549216,23.43914686639776,18.192036,23.866594
418,57.40708167241301,23.438506003753997,17.06607,18.545006
419,56.120915120602,23.441609687134935,17.961946,16.147072
420,57.4996788827753,23.438419097879034,18.114164,19.683168
421,57.55346867826524,23.438435858867816,18.907799,15.827432
422,56.17223667234464,23.441721219152523,13.472743,14.867483
423,57.46697432451589,23.43876785952496,17.834631,18.359035
424,57.33787781707089,23.439173124982183,18.553467,17.944578
425,56.99757941185909,23.44003010747055,16.293474,18.245615
426,56.93774856029344,23.440323192469343,18.987944,19.47976
427,57.10514324811509,23.439803976481354,18.197033,20.227074
428,56.383013651109856,23.441758933060637,18.756838,13.837121
429,57.58426468056433,23.439008353332504,17.245977,19.18163
430,56.714396021088454,23.4409400902866,16.4554,18.435616
431,56.19020658155887,23.442456648705335,18.447697,17.498943
432,57.29522626446015,23.439787386140633,17.276642,18.256073
433,57.460118430445384,23.439515960587133,17.51953,18.359035
434,56.23015897663836,23.442725402445713,17.48113,19.081722
435,56.96867030245334,23.441076417968883,15.716716,17.48067
436,56.21504047302801,23.44302572972118,17.784369,19.081722
437,57.42833034085745,23.440294519410592,18.102465,15.768658
438,56.95230152412228,23.441284056246253,14.655765,15.845248
439,57.37531292184136,23.440564767477404,16.25372,17.353815
440,56.254613987615926,23.443224202747047,17.481827,16.776133
441,56.81222977996063,23.441844562729695,15.837389,17.401745
442,56.10520484982197,23.443710993807166,14.737106,16.147072
443,56.396212556782444,23.443022687984485,12.672448,13.837121
444,56.985898530367535,23.43428905310343,10.46844,11.29319
445,56.47219481518589,23.443098731367694,18.937416,17.724766
446,57.26883670272868,23.441192735942682,17.37274,19.452982
447,57.64582527315542,23.440502589515116,16.142412,17.94924
448,56.256764183622074,23.443825948005948,19.047928,16.776133
449,57.05904977820454,23.44191688504357,19.73965,18.760736
450,57.133668124083,23.44199671507647,17.914667,18.211002
451,57.141954587449995,23.441904813448605,17.57295,19.098377
452,57.61761829460379,23.440968652069994,16.422785,17.479574
453,56.59252636655312,23.443294477888767,15.151696,16.742079
454,57.064114905719,23.442329110110546,19.139929,18.974007
455,57.02204948019048,23.44231964898083,17.255709,18.251074
456,56.57418666477904,23.443366823163363,15.632191,17.730837
457,56.998537754193855,23.442642959567834,16.419453,17.532475
458,57.10811974725339,23.442342660651946,18.266455,20.524157
459,56.44849633798703,23.444036323045054,18.87618,16.922401
460,57.13322425583851,23.442484281596407,17.501993,18.211002
461,56.46847992431593,23.44419759420272,15.775728,17.724766
462,57.26433175537466,23.442388242867523,18.060833,17.956463
463,57.56998734587403,23.441806674930625,16.002174,17.168528
464,56.352486430371975,23.444873603117024,18.6843,16.956831
465,56.95125898333459,23.443646399207434,18.208754,19.47976
466,57.13485304585955,23.443188504637394,16.23246,17.79774
467,56.32689721969651,23.4450915702539,18.673346,18.364174
468,57.470088105759515,23.44300474634782,18.441458,16.99982
469,57.03923697681442,23.443858854903482,11.896109,12.988078
470,57.20468656797637,23.444107557908435,17.871246,19.073505
471,56.15042606158797,23.44668778734085,17.005949,18.299894
472,57.13870172542366,23.44430105166372,16.181133,18.886705
473,56.53187243541158,23.44577204312346,18.51144,17.340923
474,56.25321227783303,23.446500536556087,15.543089,16.776133
475,57.31684091631269,23.44400842425212,14.802922,16.763832
476,57.51312092534415,23.443826571566095,18.263744,16.819721
477,56.79874837511732,23.445250495575312,16.87819,19.117605
478,57.24941021499396,23.44426904459872,15.877399,16.799883
479,57.26683093838586,23.44448613243703,16.660097,17.956463
480,57.60760570053826,23.443777423205788,18.282068,19.430483
481,57.13820043453772,23.444894733626125,18.01052,18.886705
482,57.58807672851678,23.44396162317089,18.872915,15.953224
483,57.44420371560923,23.44443564987213,17.330315,18.346468
484,57.274859248550314,23.444873000877212,18.753172,19.452982
485,56.489427704653004,23.446777662801896,15.719027,17.364935
486,57.41229195614544,23.444715080277593,13.772836,15.1377
487,57.13364611601649,23.445422976462616,18.165552,17.79774
488,57.12305524024439,23.445671006812027,17.335657,19.475279
489,56.47120790464474,23.447559288601944,18.803267,17.724766
490,57.143280852916895,23.445865547839343,14.676346,15.651756
491,56.118593077662965,23.448556051927,18.302593,16.147072
492,57.56575029289886,23.44521140744135,18.244087,17.168528
493,56.13980595634284,23.44859086866227,15.823433,17.004936
494,56.17610399411828,23.448556320006933,17.072445,18.435814
495,56.72692877919299,23.447301754595,19.175682,19.273628
496,56.86962856398525,23.4470298315744,18.204622,16.383106
497,56.186251633941325,23.448687218882696,16.076101,17.498943
