(19848, 14841)
(56.871005866502, 23.401239324063432, 56.870974979923076, 23.40121638321734)
(56.39060741632113, 23.4025441048527, 57.39941937751771, 23.40016446865062)
(57.39942377980271, 23.400224360700843, 56.39059243727445, 23.40251588017892)
(56.20025292420242, 23.40315945461508, 57.13329567166603, 23.40103944731227)
(57.13328474579491, 23.401042660070583, 57.25288847183753, 23.400920943934782)
(56.33808836920658, 23.403036651171178, 56.60591054611532, 23.40270659404788)
(57.25290072938513, 23.400911978281997, 56.636882361156545, 23.402577695622142)
(56.63682659447249, 23.40250631362959, 56.55742728865527, 23.402784661049434)
(57.28400533981668, 23.40111899999437, 56.9070326347241, 23.402136482471178)
(56.60590759907306, 23.402727576621185, 56.775852170590085, 23.402423714356306)
(56.5574286947455, 23.4027857875344, 57.04353696866864, 23.401990834498232)
(56.77583271489205, 23.40241969472983, 57.56456816184963, 23.401049592385952)
(56.90704341547343, 23.4021275305043, 57.47435060486626, 23.40120256977277)
(56.98301797737567, 23.40199986858459, 56.76778656340185, 23.402829273102835)
(57.33408361432522, 23.40136587919735, 56.602977772724685, 23.403306091722882)
(57.56453010978617, 23.40102610656708, 57.04502825232108, 23.402591504987058)
(57.47435247956825, 23.401191837103827, 57.04628159176801, 23.402996960779728)
(57.04332947223659, 23.40214348771543, 56.863380385487794, 23.403554344164174)
(56.364238118338456, 23.40384194922645, 57.48423046699384, 23.402283441449576)
(56.767728394409964, 23.402842823346905, 56.41974528861633, 23.404716627779145)
(57.28512983619461, 23.40179800432403, 57.06099157082459, 23.403385271959937)
(56.60301458440499, 23.403297549818234, 57.22998462850721, 23.40298032972842)
(57.59840632307845, 23.40131728178581, 56.79186048524824, 23.404161461201106)
(57.643826706811836, 23.401385383767092, 56.18224483952773, 23.40591816824367)
(57.285891977544274, 23.40217174076351, 57.28913543247007, 23.403400063824517)
(56.549087162163744, 23.40438009449288, 56.42028574935015, 23.405516025562374)
(56.86339279750571, 23.403557730106847, 57.18393736372575, 23.403926120657474)
(57.484220799890814, 23.40228706624164, 57.23126448966898, 23.403760982405448)
(56.41970241581519, 23.404711957593783, 56.2270087895225, 23.406133208712824)
(57.06099798632835, 23.403366548515972, 56.517194777272465, 23.405424332642223)
(57.22999601063996, 23.40297184122361, 57.07152281823801, 23.404311281636076)
(56.79188713083601, 23.40414445834934, 57.42862409915119, 23.403736127735446)
(57.020726086578875, 23.403682725443268, 57.54121779074525, 23.403616050604946)
(56.18230262871445, 23.405918782087614, 56.284554410595966, 23.406697510770393)
(56.663127633523246, 23.404729882438698, 57.36726857577796, 23.404316183149565)
(56.420313539870484, 23.405507572281966, 56.2124628806964, 23.407770459318822)
(56.22700605521127, 23.40600756951772, 56.57000342126852, 23.407017706763618)
(57.45584875599529, 23.403299015701805, 57.323687959139804, 23.40534156970624)
(57.18402890709834, 23.403912470659225, 57.066083910297465, 23.40647569189165)
(57.23118632879367, 23.40382461909361, 56.241706521549894, 23.408591695305358)
(57.42860973412566, 23.403740135470557, 56.226709836661705, 23.408576191938955)
(57.54122324479005, 23.403622289928318, 56.200095325854555, 23.408894666635806)
(56.284528299171356, 23.406725085654905, 56.94632658907511, 23.40722587427419)
(57.367252508707544, 23.404313210804183, 57.63649667779514, 23.406022546385078)
(56.466834063826454, 23.406456317354394, 56.656642990294756, 23.40811699835173)
(57.43958707906439, 23.40421455908034, 57.21464065685298, 23.407091903040538)
(56.46504559371429, 23.406640633198084, 56.16088906316605, 23.40967002770437)
(56.61453181610826, 23.406383424795795, 57.544190980312514, 23.40674389432304)
(57.31503263393338, 23.404826235017435, 57.13871349819016, 23.407544167850908)
(56.21243577714526, 23.40772759800201, 57.1157918020083, 23.407985736491078)
(56.54924485477496, 23.406757543766393, 56.424296114604516, 23.409976474699615)
(57.47040006117879, 23.404817202178876, 57.108239417309726, 23.408275861249663)
(56.570010291834954, 23.407026565606195, 57.01965930529725, 23.40880490353031)
(57.323681294725326, 23.40533394255274, 56.93094192667169, 23.40961087107038)
(57.62026201141184, 23.405133265568896, 57.5366819805527, 23.408500828505055)
(56.22666459151787, 23.408578634658394, 56.9606785701315, 23.40990388035811)
(56.241699826507194, 23.40858309640493, 57.31137469307714, 23.40931040375707)
(56.20008113545131, 23.40889659531401, 57.451158100087795, 23.409181808340637)
(56.94634920476544, 23.407248224907363, 56.20121245563028, 23.41220165880101)
(56.51720176576505, 23.40540539556468, 57.427251197436256, 23.40940966764502)
(57.63649097356052, 23.40600840618158, 57.559409580299885, 23.4097271523016)
(56.65666280551092, 23.40809963799629, 57.12885577626172, 23.410509142410433)
(56.160871858411326, 23.409665587021713, 57.21256917879081, 23.410434635479984)
(56.97197257840006, 23.40773092946815, 56.6472174668053, 23.411626881886626)
(57.21464015121979, 23.407106941855517, 56.609810435360735, 23.41194415366431)
(56.54533204318549, 23.408800035558844, 57.11010919270651, 23.410877185548582)
(57.544179174914404, 23.40674592725839, 56.985367642262084, 23.41165644942764)
(56.657738799579825, 23.40870244979048, 56.9887590317449, 23.411768223354972)
(57.1046137919685, 23.40764853614537, 56.11311682684045, 23.414370137221432)
(57.58619366098563, 23.407005598458188, 57.185650908374264, 23.411610252544474)
(57.1157924704878, 23.408004571211986, 57.385737709873844, 23.41133552497911)
(56.61364642634326, 23.409195439899918, 57.05149637232591, 23.412337308005494)
(57.17440841030251, 23.408220738809945, 57.26987308488945, 23.412028607928043)
(56.42428308122867, 23.409964972674565, 57.55593203039475, 23.4117279111841)
(56.5995186199429, 23.409594182979568, 56.706246612503634, 23.4138196542981)
(57.10557937842436, 23.408419266057674, 56.41214095629302, 23.414688689535122)
(56.772604410781696, 23.409304047790734, 57.38447779552256, 23.412652967699167)
(57.019653530902495, 23.408799633792494, 57.31514652167471, 23.413005172392335)
(57.52935926976418, 23.407816133586422, 57.20327057802454, 23.41328727154347)
(56.58032862368123, 23.409907195643026, 57.061922811264225, 23.413823356232275)
(56.1729333602824, 23.4110412251522, 57.58108482480271, 23.412823637876198)
(56.7495684363596, 23.409660942716474, 57.56675252763866, 23.412869710845946)
(57.18060477740029, 23.40911520464418, 57.63730622571322, 23.41319581804483)
(56.930942834720604, 23.409599962907947, 56.40238147372532, 23.416039773299005)
(57.53666395449175, 23.408487534563708, 57.6115218580976, 23.41344314145617)
(56.22148132058485, 23.4118885876875, 56.74620561084663, 23.41544540050726)
(57.15017278156765, 23.409567903549107, 56.32992278738018, 23.416658934526005)
(57.451159725150994, 23.409176695114724, 56.28494566553869, 23.416879346546114)
(56.201211036914046, 23.412191865292655, 57.06162797454962, 23.41505985124138)
(56.923371225232586, 23.410490699827154, 57.61454875587657, 23.413985063187077)
(57.42728604604528, 23.409430716065582, 56.318117553993474, 23.416964745099424)
